URN,KS5 Pupils,Avg A-level Points,Avg A-level Grade,Academic Year
130488,1847,15.2,D-,2016
136141,147,14.43,E+,2016
130489,1823,32.25,C+,2016
137514,175,26.2,C-,2016
104964,259,28.02,C-,2016
137533,197,28,C-,2016
137436,209,33.05,C+,2016
104962,157,27.9,C-,2016
130490,1690,17.8,D-,2016
130492,642,30.74,C,2016
137520,224,23.52,D+,2016
104960,218,26.36,C-,2016
104973,153,39.18,B,2016
104974,148,41.7,B+,2016
137612,252,31.2,C,2016
104961,251,23.34,D+,2016
104972,86,34.37,C+,2016
141338,73,22.42,D+,2016
104959,1,,,2016
135387,436,25.88,C-,2016
130491,1263,,,2016
138355,166,22.94,D+,2016
141131,19,16.88,D-,2016
105103,154,18.25,D-,2016
136895,103,17.99,D-,2016
105101,112,23.05,D+,2016
105106,108,26.17,C-,2016
136780,213,29.09,C,2016
139031,308,28.63,C,2016
105110,250,23.94,D+,2016
135877,167,29.48,C,2016
105123,106,44.58,B+,2016
130494,1204,29.72,C,2016
105107,137,21.45,D,2016
137929,231,35.54,B-,2016
137815,334,28.95,C,2016
137243,321,37.66,B-,2016
137476,276,33.32,C+,2016
137171,301,40.24,B,2016
130493,1806,,,2016
139144,408,33.52,C+,2016
140959,,,,2016
136135,58,7.02,E-,2016
105269,4,,,2016
133285,24,32,C+,2016
105261,274,27.62,C-,2016
105264,293,28.36,C,2016
105253,321,28.64,C,2016
130495,1999,15.45,D-,2016
135981,109,17.27,D-,2016
105271,218,40.96,B,2016
105272,210,41.1,B,2016
131867,1446,28.55,C,2016
141941,110,,,2016
141081,85,,,2016
130285,64,,,2016
105267,325,33.56,C+,2016
105372,93,34.62,C+,2016
130499,2085,29.37,C,2016
105366,90,,,2016
130498,4334,22.68,D+,2016
105373,94,39.1,B,2016
105374,113,36.18,B-,2016
105588,133,45.2,A-,2016
139730,327,22.35,D+,2016
136174,35,,,2016
137309,242,39.77,B,2016
130503,3300,32.73,C+,2016
135524,5174,22,D+,2016
136105,2,,,2016
142762,,,,2016
135905,1,,,2016
141107,31,,,2016
135874,61,,,2016
105591,344,45.41,A-,2016
135875,40,,,2016
105592,164,47.27,A-,2016
141392,47,,,2016
105556,336,29.75,C,2016
142893,,,,2016
105594,136,37.93,B-,2016
105601,155,39.41,B,2016
137801,3,,,2016
141264,196,28.04,C-,2016
135296,182,25.29,C-,2016
105595,140,49.17,A,2016
130504,2258,30.91,C,2016
137294,239,28.56,C,2016
140542,39,8.21,E-,2016
141248,204,28.47,C,2016
130505,2309,16.67,D-,2016
105745,151,38.73,B,2016
130506,2231,29.05,C,2016
137133,388,33.78,C+,2016
130507,2662,,,2016
135659,1408,31.23,C,2016
135313,104,20.22,D,2016
105844,157,27.44,C-,2016
105976,28,12.11,E+,2016
138130,38,,,2016
105989,27,,,2016
135071,43,26.79,C-,2016
130509,4739,27.09,C-,2016
142010,138,,,2016
105992,32,28.04,C-,2016
130515,1548,26.11,C-,2016
137843,191,37.48,B-,2016
106157,269,40.84,B,2016
134493,23,23.48,D+,2016
130514,2093,31.8,C+,2016
137923,71,28.11,C-,2016
134064,31,,,2016
135262,85,20.66,D,2016
130512,1398,13.26,E+,2016
106156,241,42.13,B+,2016
139735,25,22.12,D+,2016
106268,14,20.53,D,2016
130518,2037,28.8,C,2016
136273,117,26.08,C-,2016
135508,107,24.24,D+,2016
130516,2199,20.47,D,2016
138614,114,22.36,D+,2016
136458,352,39.72,B,2016
137289,341,45.01,A-,2016
138123,153,29.06,C,2016
138464,256,40.4,B,2016
130943,18,,,2016
106380,32,21.43,D,2016
138134,212,36.57,B-,2016
136498,336,38.1,B-,2016
106368,129,32.41,C+,2016
130519,2390,22.18,D+,2016
136297,285,34.35,C+,2016
106376,126,29.34,C,2016
136378,38,10.4,E,2016
136377,180,27.45,C-,2016
106534,178,26.61,C-,2016
138233,57,22.92,D+,2016
131530,70,,,2016
130523,1379,30.23,C,2016
106538,341,31.68,C+,2016
130521,2391,12.5,E+,2016
138229,65,4.55,U,2016
130522,2052,35.38,B-,2016
131749,24,18.47,D,2016
130524,4075,24.98,D+,2016
106653,241,30.05,C,2016
137524,298,28.62,C,2016
135942,72,32.35,C+,2016
137472,164,21.87,D+,2016
130526,2418,,,2016
137842,509,30.73,C,2016
136672,235,31.93,C+,2016
138314,77,11,E,2016
106812,86,34.83,C+,2016
137066,88,16,D-,2016
140177,185,25.94,C-,2016
140865,310,28.79,C,2016
141354,62,22.07,D+,2016
135963,155,22.67,D+,2016
137603,235,31,C,2016
136675,77,24.94,D+,2016
139301,148,22.5,D+,2016
135007,158,28.15,C-,2016
140964,,,,2016
138116,76,16.64,D-,2016
130529,907,,,2016
141730,171,23.44,D+,2016
134466,19,34.24,C+,2016
136718,224,32.52,C+,2016
136042,198,29.3,C,2016
130527,2991,,,2016
106959,106,24.44,D+,2016
130530,1577,28.28,C-,2016
136331,320,32.46,C+,2016
106954,391,31.13,C,2016
140646,477,27.29,C-,2016
136301,195,30.31,C,2016
140940,134,30.05,C,2016
138337,311,27.33,C-,2016
138545,211,28.99,C,2016
138361,383,32.53,C+,2016
130531,5380,19.78,D,2016
107166,194,38.97,B,2016
131895,156,27.7,C-,2016
131896,27,,,2016
139167,358,36.04,B-,2016
107163,230,39.55,B,2016
138069,487,37.52,B-,2016
139695,289,20.19,D,2016
142605,,,,2016
134574,5,,,2016
139101,143,29.93,C,2016
131122,2,,,2016
140547,107,27.69,C-,2016
107139,354,33.98,C+,2016
138841,319,35.96,B-,2016
107140,490,29.64,C,2016
133991,1037,22.8,D+,2016
134140,25,,,2016
135866,207,18.69,D,2016
130909,264,24.46,D+,2016
141002,,,,2016
138251,,,,2016
136189,30,,,2016
136962,157,30.46,C,2016
139982,251,16.8,D-,2016
135865,82,19.67,D,2016
107440,210,21.36,D,2016
107428,158,24.59,D+,2016
136905,315,34.77,C+,2016
132219,225,31.35,C,2016
107460,92,42,B+,2016
107443,142,18.17,D-,2016
142681,,,,2016
107441,204,26.34,C-,2016
143112,,,,2016
139995,150,23.18,D+,2016
139474,,,,2016
132217,106,28.53,C,2016
138087,264,24.03,D+,2016
137576,90,21.17,D,2016
107439,277,27.88,C-,2016
130534,681,,,2016
107442,178,25.73,C-,2016
107395,247,32.14,C+,2016
107366,303,23.04,D+,2016
136198,100,20.62,D,2016
135367,274,20.13,D,2016
130532,3874,21.82,D+,2016
140204,123,29.13,C,2016
107455,266,41.92,B+,2016
138566,17,15.88,D-,2016
142825,,,,2016
107350,111,26.14,C-,2016
107413,273,24.91,D+,2016
107391,51,20.97,D,2016
143113,,,,2016
139975,280,32.41,C+,2016
142031,92,28.95,C,2016
140569,443,30.5,C,2016
139182,303,33.95,C+,2016
107585,19,24.21,D+,2016
137036,182,27.34,C-,2016
139433,139,,,2016
136788,339,33.74,C+,2016
137444,173,25.11,C-,2016
107583,91,30.44,C,2016
141307,194,27.48,C-,2016
107563,154,7.37,E-,2016
107564,130,30.64,C,2016
136094,287,32.33,C+,2016
136604,312,27.63,C-,2016
137521,295,26.78,C-,2016
107562,162,26.28,C-,2016
130535,1539,,,2016
130538,2290,34.63,C+,2016
136283,614,34.24,C+,2016
130539,2331,27.92,C-,2016
130537,3320,5.26,E-,2016
136674,384,25.09,C-,2016
107756,84,,,2016
137424,249,28.13,C-,2016
137487,21,21.01,D,2016
141470,194,25.15,C-,2016
137352,234,26.39,C-,2016
137065,82,20,D,2016
108058,267,25.87,C-,2016
108057,284,29.35,C,2016
138304,126,30.42,C,2016
131898,98,,,2016
141940,391,,,2016
137577,45,24.15,D+,2016
108117,69,29.21,C,2016
136343,392,30.72,C,2016
108104,69,36.51,B-,2016
108113,415,42.69,B+,2016
108085,215,27.05,C-,2016
137775,272,30.81,C,2016
139282,107,19.54,D,2016
108055,206,25.22,C-,2016
135771,5239,26.07,C-,2016
130542,911,,,2016
136826,1,,,2016
139773,,,,2016
135935,167,23.82,D+,2016
136392,111,25.36,C-,2016
130548,1818,27.23,C-,2016
137704,294,33.17,C+,2016
108087,163,27.6,C-,2016
108079,183,26.7,C-,2016
108075,141,25.93,C-,2016
138336,244,29.22,C,2016
108076,443,28.85,C,2016
108081,154,20.47,D,2016
140565,,,,2016
108083,259,27.32,C-,2016
139351,284,30.03,C,2016
135969,69,22.79,D+,2016
139054,28,19.32,D,2016
108064,180,26.39,C-,2016
142604,,,,2016
108088,102,24.73,D+,2016
108114,224,31.75,C+,2016
137383,342,29.21,C,2016
108091,250,30.45,C,2016
137083,304,32.16,C+,2016
108090,172,26.85,C-,2016
108059,4,,,2016
137764,96,38.97,B,2016
138006,39,13.18,E+,2016
139335,233,23.57,D+,2016
135216,14,,,2016
137011,181,25.57,C-,2016
130550,2184,32.27,C+,2016
108300,129,32.55,C+,2016
136462,319,28.85,C,2016
135961,355,29.98,C,2016
108306,192,41,B,2016
138951,364,29,C,2016
108303,113,35.7,B-,2016
130549,3416,23.17,D+,2016
108305,156,39.14,B,2016
136613,77,,,2016
136633,58,,,2016
108420,272,38.21,B-,2016
130551,2290,24.18,D+,2016
108407,111,27.04,C-,2016
137898,158,28.9,C,2016
137942,255,31.1,C,2016
137851,327,32.76,C+,2016
141185,219,25.78,C-,2016
137360,300,30.79,C,2016
137852,224,32.58,C+,2016
108547,198,38.33,B-,2016
140976,56,19.4,D,2016
135423,220,23.65,D+,2016
136352,608,29.92,C,2016
108531,427,30.49,C,2016
138120,275,22.92,D+,2016
130552,9421,23.82,D+,2016
108538,199,37.97,B-,2016
108544,43,33.54,C+,2016
108549,334,45.36,A-,2016
137708,272,36.22,B-,2016
137900,182,33.72,C+,2016
108526,101,26.11,C-,2016
140081,169,32.46,C+,2016
140965,50,11.25,E,2016
142673,,,,2016
108524,213,33.07,C+,2016
108525,155,25.08,C-,2016
108542,37,37.83,B-,2016
108641,85,32.63,C+,2016
108639,122,32.41,C+,2016
139658,156,32.09,C+,2016
108645,167,28.46,C,2016
108642,177,27.01,C-,2016
137734,316,32.31,C+,2016
108647,98,24.37,D+,2016
134916,1412,27.4,C-,2016
108638,544,31.43,C,2016
108640,214,29.77,C,2016
108726,287,31.91,C+,2016
139878,365,26,C-,2016
108736,130,32.15,C+,2016
130555,1353,,,2016
136386,103,,,2016
131347,3718,25.1,C-,2016
138567,35,31.51,C,2016
139538,127,25.51,C-,2016
138054,282,27.03,C-,2016
108870,542,29.89,C,2016
138103,153,29.24,C,2016
109306,198,30.08,C,2016
136966,214,33.38,C+,2016
142127,40,,,2016
109374,230,46.03,A-,2016
109346,219,43.96,B+,2016
142125,60,,,2016
109360,167,38.96,B,2016
136335,297,29.77,C,2016
136483,36,24.5,D+,2016
138147,54,32.31,C+,2016
130558,2110,,,2016
138394,,,,2016
140944,78,28.13,C-,2016
109347,205,38.53,B,2016
138522,248,32.43,C+,2016
136520,379,30.13,C,2016
109348,175,43.32,B+,2016
109329,135,27.59,C-,2016
109328,13,34.06,C+,2016
136311,59,33.68,C+,2016
137523,263,34.82,C+,2016
137548,240,29.03,C,2016
134221,138,18.87,D,2016
131094,3136,23.11,D+,2016
109334,340,41.51,B,2016
135300,2,21.33,D,2016
135575,195,34.92,C+,2016
136822,6,,,2016
109369,295,45.18,A-,2016
135959,9,,,2016
109335,67,34.69,C+,2016
135581,135,31.24,C,2016
109336,115,35.54,B-,2016
137440,422,31.22,C,2016
134441,69,,,2016
109278,157,22.88,D+,2016
109337,111,47.17,A-,2016
135597,68,17.04,D-,2016
135671,,,,2016
141652,64,,,2016
135663,29,20.29,D,2016
109370,159,43.59,B+,2016
109371,125,39.03,B,2016
138855,441,35.58,B-,2016
109372,76,43.3,B+,2016
137627,131,28.67,C,2016
130563,1675,28.56,C,2016
109327,625,33.38,C+,2016
135589,863,33.51,C+,2016
137000,259,31.4,C,2016
137884,181,31.18,C,2016
136856,400,30.51,C,2016
136722,360,33.1,C+,2016
138466,156,27.82,C-,2016
141040,287,21.07,D,2016
109317,97,25.75,C-,2016
109362,176,36.67,B-,2016
130564,3387,24.81,D+,2016
109324,124,28.04,C-,2016
142079,22,,,2016
139345,139,32.41,C+,2016
139067,117,25.79,C-,2016
109322,1,7.65,E-,2016
141042,1,27.84,C-,2016
135295,506,25.14,C-,2016
137950,6,,,2016
137106,3,18.33,D-,2016
142008,79,29.01,C,2016
141341,133,30.09,C,2016
140288,110,26.05,C-,2016
135944,305,36.13,B-,2016
135943,91,12.5,E+,2016
141665,114,26.72,C-,2016
139238,3836,24.82,D+,2016
137753,188,27.91,C-,2016
109319,147,24.56,D+,2016
139669,146,17.02,D-,2016
139348,339,33.84,C+,2016
139405,89,23.81,D+,2016
140867,274,28.3,C-,2016
130567,1138,10,E,2016
130568,864,26.04,C-,2016
130571,467,34.86,C+,2016
134223,177,34.18,C+,2016
130908,352,30.44,C,2016
130570,4400,22.53,D+,2016
135606,213,26.41,C-,2016
136139,42,16.11,D-,2016
141013,71,21.8,D+,2016
138845,164,35.01,B-,2016
130573,722,,,2016
139318,231,31.77,C+,2016
111727,343,36.05,B-,2016
140949,,,,2016
111767,1,,,2016
130576,1781,26.5,C-,2016
111768,52,31.57,C,2016
111769,286,42.77,B+,2016
135598,154,23.88,D+,2016
130579,3002,16.73,D-,2016
118131,209,39.53,B,2016
118117,494,32.86,C+,2016
135945,103,13.64,E+,2016
130580,1380,25.1,C-,2016
130581,1948,28.4,C,2016
136921,156,32.96,C+,2016
118078,252,26.06,C-,2016
130582,1055,20.49,D,2016
134589,14,32.4,C+,2016
137316,63,11.49,E,2016
118085,109,27,C-,2016
137306,192,34.71,C+,2016
118082,179,28.83,C,2016
118126,107,34.9,C+,2016
118073,182,27.83,C-,2016
118132,189,37.61,B-,2016
136995,116,28.58,C,2016
118072,102,30.4,C,2016
118080,182,27.21,C-,2016
136667,448,31.48,C,2016
130584,1653,,,2016
118075,108,21.51,D,2016
118081,195,30.92,C,2016
118083,211,29.49,C,2016
118111,97,21.6,D,2016
134821,218,29.43,C,2016
130586,1656,25.44,C-,2016
130585,3047,,,2016
135294,85,17.38,D-,2016
135176,92,12.56,E+,2016
118124,20,27.4,C-,2016
136268,208,32.66,C+,2016
142130,24,,,2016
130588,1693,31.44,C,2016
130587,1715,16.31,D-,2016
118109,30,18.67,D,2016
118112,65,25.02,C-,2016
137742,32,,,2016
137453,63,22.24,D+,2016
130591,1416,24.62,D+,2016
121687,252,32.07,C+,2016
121671,193,27.4,C-,2016
121681,155,28.65,C,2016
121678,224,32.76,C+,2016
136728,138,30.09,C,2016
137412,52,20.35,D,2016
121743,312,50.72,A,2016
121749,126,42.09,B+,2016
121748,30,23.33,D+,2016
121680,236,28.22,C-,2016
121694,270,39.83,B,2016
136896,227,29.43,C,2016
137139,695,31.41,C,2016
121717,383,31.41,C,2016
121730,64,,,2016
130593,1035,31.94,C+,2016
142884,,,,2016
130592,1284,27.71,C-,2016
121689,99,32.94,C+,2016
121695,115,23.97,D+,2016
136664,239,36.44,B-,2016
136736,338,29.78,C,2016
141930,220,38.03,B-,2016
121693,246,31.16,C,2016
121666,148,27.21,C-,2016
121679,45,23.95,D+,2016
121699,88,19.49,D,2016
121667,296,32.85,C+,2016
121735,258,39.96,B,2016
121664,173,28.89,C,2016
121716,239,36.68,B-,2016
131124,355,46.24,A-,2016
121733,47,33.56,C+,2016
121740,133,35.17,B-,2016
136497,544,32.64,C+,2016
138190,146,21.74,D+,2016
121741,140,38.76,B,2016
121758,160,36.18,B-,2016
132913,1078,31.41,C,2016
121720,430,34.06,C+,2016
141555,25,30.87,C,2016
121684,319,34,C+,2016
134727,63,,,2016
136617,243,36.85,B-,2016
121673,322,31.24,C,2016
121711,256,28.88,C,2016
130595,2182,15,D-,2016
121726,67,38.72,B,2016
121724,229,43.82,B+,2016
121722,182,39.78,B,2016
130594,3521,31.97,C+,2016
135337,129,21.47,D,2016
130600,2733,27.01,C-,2016
130599,1305,,,2016
135338,107,18.62,D,2016
139237,31,,,2016
134807,17,28.89,C,2016
142310,228,31.26,C,2016
109665,149,26.14,C-,2016
142387,,,,2016
139798,414,29.88,C,2016
136122,1,,,2016
139160,214,29.7,C,2016
136085,136,24.32,D+,2016
130597,3267,24.67,D+,2016
109727,192,38.73,B,2016
109728,304,43.01,B+,2016
109718,289,42.6,B+,2016
139517,186,28.03,C-,2016
109690,252,24.02,D+,2016
136470,678,29.61,C,2016
137522,33,27.02,C-,2016
137948,384,29.57,C,2016
109669,156,23.36,D+,2016
137886,325,29.73,C,2016
137169,247,30.72,C,2016
137462,322,29.65,C,2016
130598,1180,,,2016
138199,94,26.67,C-,2016
135946,75,18.1,D-,2016
137632,,,,2016
141520,22,24.05,D+,2016
134503,26,28.72,C,2016
137941,350,28.3,C-,2016
109705,247,24.46,D+,2016
138571,166,24.26,D+,2016
136559,419,33.6,C+,2016
137219,322,42.78,B+,2016
137215,261,25.26,C-,2016
137091,397,40.25,B,2016
137280,121,21.15,D,2016
110533,180,25.34,C-,2016
110500,11,,,2016
136419,409,43.52,B+,2016
130608,1426,28,C-,2016
137343,95,22.19,D+,2016
137864,69,8.65,E,2016
134467,23,28.83,C,2016
110488,129,23.81,D+,2016
136964,207,29.75,C,2016
136858,122,22.17,D+,2016
138058,87,24.14,D+,2016
137261,97,25.93,C-,2016
136771,307,38.57,B,2016
139897,,,,2016
130607,1319,21.76,D+,2016
136884,389,40.6,B,2016
136846,366,39.64,B,2016
135879,78,21.27,D,2016
110497,216,7.83,E-,2016
110490,166,29.24,C,2016
140893,307,40.41,B,2016
139367,111,24.65,D+,2016
110545,64,38.56,B,2016
137372,115,26.46,C-,2016
136484,396,40.33,B,2016
137344,406,40.27,B,2016
110544,45,35.69,B-,2016
110516,68,26.29,C-,2016
136845,359,37.95,B-,2016
139663,,,,2016
136781,408,41.36,B,2016
137256,184,21.76,D+,2016
110548,337,35.88,B-,2016
137355,256,31.67,C+,2016
110536,98,31.17,C,2016
110547,175,51.64,A,2016
136723,400,40.26,B,2016
140678,48,24.55,D+,2016
110484,135,25.05,C-,2016
139434,76,16.67,D-,2016
137564,273,35.7,B-,2016
136468,399,30.17,C,2016
136844,239,28.82,C,2016
110531,221,27.12,C-,2016
135665,163,21.56,D,2016
130609,2347,20.42,D,2016
136454,199,33.1,C+,2016
137052,414,30.35,C,2016
110532,163,24.38,D+,2016
110517,431,29.34,C,2016
136730,332,29.61,C,2016
138439,114,14.13,E+,2016
110587,46,,,2016
110526,308,25.53,C-,2016
143134,,,,2016
136842,329,28.59,C,2016
110567,15,31.71,C+,2016
130638,3187,20.17,D,2016
142405,,,,2016
112969,289,31.03,C,2016
136505,344,32.87,C+,2016
112943,131,27.91,C-,2016
112968,105,32.28,C+,2016
135074,15,31.63,C,2016
112994,162,25.42,C-,2016
112957,172,28.87,C,2016
113003,59,29.7,C,2016
137606,161,30.42,C,2016
112950,257,32.82,C+,2016
137350,16,,,2016
136591,323,28.54,C,2016
136485,161,27.09,C-,2016
112996,305,32.86,C+,2016
136716,188,22.35,D+,2016
113010,83,30.25,C,2016
137902,293,24.73,D+,2016
112936,86,30.13,C,2016
113007,52,37.79,B-,2016
137109,50,26.24,C-,2016
141377,124,25.57,C-,2016
113004,230,37.35,B-,2016
112933,325,28.29,C-,2016
112935,80,29.5,C,2016
136548,330,30.06,C,2016
112939,144,17.36,D-,2016
112970,186,31.18,C,2016
112931,,10,E,2016
112995,171,26.99,C-,2016
136972,237,32.31,C+,2016
113009,300,43.67,B+,2016
141259,119,22.39,D+,2016
112989,244,25.82,C-,2016
138470,282,37.85,B-,2016
112930,130,25.6,C-,2016
136360,356,33.69,C+,2016
133585,4798,23.74,D+,2016
113028,64,36.37,B-,2016
113017,63,35.31,B-,2016
142129,43,,,2016
112952,181,25.07,C-,2016
135120,301,30.54,C,2016
137420,86,,,2016
112956,313,34.45,C+,2016
139051,100,23.66,D+,2016
112992,102,20.41,D,2016
138622,205,28.44,C,2016
112951,90,11.57,E,2016
137911,195,28.89,C,2016
113912,183,33.14,C+,2016
140977,,,,2016
113854,270,26.15,C-,2016
113882,387,31.2,C,2016
141378,52,,,2016
138471,437,32.2,C+,2016
136763,290,32.26,C+,2016
138388,48,15,D-,2016
130655,650,,,2016
113920,78,41.48,B,2016
113863,294,29.63,C,2016
113932,116,21.48,D,2016
113884,96,34.27,C+,2016
113855,175,27.99,C-,2016
141526,409,27.04,C-,2016
113919,167,38.8,B,2016
141735,145,23.43,D+,2016
137163,769,32.95,C+,2016
136649,388,31.48,C,2016
113888,196,28.59,C,2016
130653,1225,23.48,D+,2016
113901,178,30.18,C,2016
113910,287,39.93,B,2016
113902,458,26.39,C-,2016
113943,7,,,2016
126515,95,41.2,B,2016
140898,307,29.19,C,2016
113918,243,41.49,B,2016
136574,390,26.36,C-,2016
139711,114,25.9,C-,2016
136368,345,39.01,B,2016
136850,309,33.38,C+,2016
113907,271,23.98,D+,2016
136206,8,,,2016
113893,182,27.78,C-,2016
130652,3193,21.29,D,2016
113922,256,43.41,B+,2016
138333,133,42.19,B+,2016
138385,120,24.25,D+,2016
138193,160,29.29,C,2016
139037,236,16.23,D-,2016
139596,1,,,2016
137349,290,28.21,C-,2016
136120,101,23.41,D+,2016
113945,89,35.7,B-,2016
136125,86,17.92,D-,2016
113937,105,33.63,C+,2016
137452,371,35.38,B-,2016
136996,336,38.52,B,2016
137638,83,34.11,C+,2016
130658,707,,,2016
114311,,,,2016
114330,76,43,B+,2016
114312,343,41.03,B,2016
114331,152,35.78,B-,2016
114310,1140,31.86,C+,2016
131859,1499,20,D,2016
137696,173,33.18,C+,2016
141109,41,,,2016
136683,231,28.32,C-,2016
136770,156,28.03,C-,2016
130659,2553,23.48,D+,2016
114336,157,29.51,C,2016
136745,107,24.01,D+,2016
136971,279,26.19,C-,2016
114327,142,29.72,C,2016
138172,307,33.68,C+,2016
137702,264,30.56,C,2016
114326,243,35.44,B-,2016
130657,636,,,2016
137153,130,31.76,C+,2016
142894,,,,2016
114300,116,23.67,D+,2016
114297,101,22.17,D+,2016
138717,,,,2016
130656,1569,,,2016
142174,40,25.11,C-,2016
130662,1978,31.67,C+,2016
137622,266,31.73,C+,2016
114640,71,29.36,C,2016
114650,286,40.83,B,2016
139796,53,,,2016
114659,18,,,2016
138472,210,31.86,C+,2016
139996,104,31.46,C,2016
114587,353,31.49,C,2016
139821,100,31.45,C,2016
114634,73,30.41,C,2016
114627,130,39.54,B,2016
114625,68,37.54,B-,2016
114651,56,35.06,B-,2016
114622,113,35.24,B-,2016
137982,284,27.95,C-,2016
130667,889,,,2016
114657,334,41.33,B,2016
137232,63,22.45,D+,2016
139689,77,33.08,C+,2016
130670,1896,26.47,C-,2016
138473,88,28.48,C,2016
